id;platform;text;traffic;sport;work;culture;events;politics
95;1;"Vítězné oslavy teprve musíme nacvičit, říká brněnská ragbistka Zítková Brno - Před šesti lety byla u vzniku ženské ragbyové reprezentace, teď s ní dokráčela k prvnímu velkému úspěchu. Brněnská ragbistka Alexandra Zítková v polovině března pozvedla nad hlavu vytouženou trofej pro vítěze Evropského poháru, když se spoluhráčkami v rozhodujícím utkání zdolala na domácím hřišti Finky 15:0."",""text"":""Vítězné oslavy teprve musíme nacvičit, říká brněnská ragbistka Zítková Brno - Před šesti lety byla u vzniku ženské ragbyové reprezentace, teď s ní dokráčela k prvnímu velkému úspěchu. Brněnská ragbistka Alexandra Zítková v polovině března pozvedla nad hlavu vytouženou trofej pro vítěze Evropského poháru, když se spoluhráčkami v rozhodujícím utkání zdolala na domácím hřišti Finky 15:0.";0;1;0;0;0;0
96;1;Šelmy ještě musí do Prahy Brno – Brněnské Šelmy prohrály čtvrtý zápas čtvrtfinálové série ligy volejbalistek s Olympem Praha 1:3.;0;1;0;0;0;0
97;1;Pyrrhova výhra. Žabiny sice zaskočily Královo Pole, ale přišly o další hvězdu Brno – Tahle výhra chutná dost hořce. Basketbalistky Žabin Brno sice v první semifinálové brněnské bitvě proti městskému rivalovi Královi Poli vyhrály na jeho palubovce 73:61 a ujaly se vedení ve sledované sérii, místo radosti ale řeší starosti.;0;1;0;0;0;0
98;1;"České legendy nasázely třináct branek Izraeli Brno – V pondělí se odehrál v jihomoravské metropoli duel bývalých hokejových legend. Postavili se proti sobě výběry České republiky a Izraele. Do haly v ulici Střední v Lužánkách dorazila hojná skupinka fanoušků, která vytvořila parádní kulisu u nakonec jednoznačného utkání."",""text"":""České legendy nasázely třináct branek Izraeli Brno – V pondělí se odehrál v jihomoravské metropoli duel bývalých hokejových legend. Postavili se proti sobě výběry České republiky a Izraele. Do haly v ulici Střední v Lužánkách dorazila hojná skupinka fanoušků, která vytvořila parádní kulisu u nakonec jednoznačného utkání.";0;1;0;0;0;0
99;1;Zlatý hattrick. Sportovcům Jihomoravského kraje vládne Ondra Brno /FOTO/ - Lezecký mág z Brna opět překonal všechny ostatní. Vítězem jubilejního desátého pokračování ankety Sportovec Jihomoravského kraje za rok 2018 se stal Adam Ondra. Jeden z nejlepších světových lezců ovládl už potřetí v řadě a celkově počtvrté vyhlášení, které s Jihomoravským krajem pořádá regionální organizace České unie sportu. Slavnostní večer se tradičně uskutečnil v rotundě pavilonu A na brněnském výstavišti.;0;1;0;0;0;0
100;1;Prestižní basketbalový souboj o Brno v novém hávu. Žabiny jsou jiné Brno – Potřetí v řadě a přece jinak. Brněnské ženské basketbalové týmy znovu poměří síly ve vzájemné sérii extraligového play-off. Na rozdíl od minulých let se ale hráčky Králova Pole střetnou se Žabinami až v semifinále. Série startuje ve středu netradičně už od čtyř hodin odpoledne v královopolské hale ve Vodově ulici.;0;1;0;0;0;0
101;1;První místo do olympijského Tokia. Vystřílel ho Tomeček z Komety Brno Brno – Česká republika má první vyplněnou kolonku v počtu účastníků na olympijské hry v Tokiu 2020. Japonskou místenku získal brokový střelec brněnské Komety Jakub Tomeček, který skončil třetí v disciplíně skeet při Světovém poháru v mexickém Acapulcu.;0;1;0;0;0;0
102;1;Překvapení začátku krajských soutěží? Padl obr se Švancarou i novic s kuráží Jižní Morava - Nečekaným klopýtnutím našlapaného Startu Brno nebo porážkou úspěšného nováčka z Přibic začala jarní část krajských fotbalových soutěží.;0;1;0;0;0;0
103;1;Létající zabijáci z Komety sestřelili Hradec z přesilovek Brno – Početní výhody, instinkt a efektivita. Tak lze vypočítat stěžejní ukazatele na cestě hokejové Komety za zlatým hattrickem. První překážku v podobě Hradce Králové smetla 4:0 na zápasy a těší se na semifinále.;0;1;0;0;0;0
104;1;Těsně pod vrcholem. Korfbalisté Brna se sklonili před Českými Budějovicem Brno - Deset, deset, deset. Korfbalisté extraligových Českých Budějovic při pozápasovém focení s mistrovským pohárem křepčili a vyvolávali kulatou číslovku. Měla pro ně velký význam. Triumfem 19:18 nad Brnem při Superfinálovém dni totiž získali pro své město už desátý titul v historii. Osamostatnili se tak před Kolínem, který má devět výher.;0;1;0;0;0;0
105;1;Šelmy se drápou mezi špičku, Královo Pole dalo sbohem Brno – Rozdílné příběhy píšou ve čtvrtfinále volejbalové extraligy brněnské ženské celky. Zatímco Šelmy jsou po sobotní vydřené výhře 3:2 na palubovce Olympu Praha za stavu 2:1 na zápasy krok od postupu mezi čtyři nejlepší celky soutěže, Královo Pole už je ze hry venku.;0;1;0;0;0;0
106;1;Fanoušci Komety vyvolávali Smoleňáka. Ukázali respekt, těšilo bouřliváka Brno – Na ledě brněnské hráče hecoval a provokoval, v zákulisí zase popichoval kontroverzními výroky. Útočník Hradce Králové Radek Smoleňák byl jednou z ústředních postav čtvrtfinálové série play-off hokejové extraligy mezi brněnskou Kometou a Hradcem Králové. Po čtvrtém utkání série, které Kometa opanovala 3:2 a celkově tak v sérii zvítězila 4:0 na zápasy, se vyhlášený rebel před soupeřem sklonil. „Kometa nás vyškolila. Ukázala, jak se hraje ve vyřazovací části,“ uznal dvaatřicetiletý forvard.;0;1;0;0;0;0
107;1;"Běh Lužánkami má po šesti letech domácího vítěze. Nejrychlejší byl Olejníček Brno – Po šesti letech se Běh Lužánkami, který tradičně otevírá brněnskou atletickou sezonu, dočkal českého vítěze. Při neúčasti keňských nebo ukrajinských závodníků zvítězil v 74. ročníku klání v nejstarším českém městském parku domácí atlet Lukáš Olejníček."",""text"":""Běh Lužánkami má po šesti letech domácího vítěze. Nejrychlejší byl Olejníček Brno – Po šesti letech se Běh Lužánkami, který tradičně otevírá brněnskou atletickou sezonu, dočkal českého vítěze. Při neúčasti keňských nebo ukrajinských závodníků zvítězil v 74. ročníku klání v nejstarším českém městském parku domácí atlet Lukáš Olejníček.";0;1;0;0;0;0
108;1;Březina zajel životní volnou jízdu. Na mistrovství světa udržel osmou pozici Saitama, Brno – Nejlepší volnou jízdu kariéry předvedl na mistrovství světa v japonské Saitamě brněnský krasobruslař Michal Březina. Ziskem 167,32 bodu překonal své dosavadní maximum z prosincového finále Grand Prix ve Vancouveru a udržel se v elitní desítce. Obsadil osmou příčku, která mu patřila i po krátkém programu. Jde o jeho nejlepší umístění na světovém šampionátu od roku 2012, kdy skončil šestý. Loni obsadil desátou pozici.;0;1;0;0;0;0
109;1;"Zlomili jeho kouzlo. Startu nepomohl ani Švancara, v Rousínově prohrál 0:2 Rousínov – Možná nejtěžšího možného soupeře potkali v prvním jarním utkání krajského přeboru fotbalisté Tatranu Rousínov. Klub z brněnské městské části Lesná Start Brno netají přání postoupit do divize. A jeho už tak zvučnými jmény nabitý kádr posílil před zápasem v Rousínově další hvězdný playjer. Z Bohunic přišel podpořit plnění postupových cílů prvoligový veterán Petr Švancara. Na rousínovském trávníku ovšem jeho „kouzlo\"" nezabralo. Favorizovaný Start prohrál 0:2.";0;1;0;0;0;0
110;1;Fotbalisté Vyškova si odvezli bod z Líšně. Hlavně zásluhou brankáře Šustra Brno – Ambice fotbalistů Líšně a Vyškova jsou v Moravskoslezské lize vysoké. Potvrdil to i výborný fotbal v jejich vzájemném utkání ve druhém kole v Líšni, přestože se po utkání skloňovalo v podstatě jen jedno jméno – Martin Šustr. Hlavně vyškovský brankář má totiž podíl na tom, že si hosté odvezli z trávníku vedoucího týmu soutěže bod po remíze 1:1.;0;1;0;0;0;0
111;1;Říkali, že jsme staří. Jsme a tak jsme vyhráli sérii jasně 4:0, těší Zaťoviče Brno – Na první branku v play-off čekal tři zápasy, v tom čtvrtém si gólový půst vynahradil. Brněnský útočník Martin Zaťovič v sobotu hattrickem rozhodl o vítězství Komety 3:2 ve čtvrtém čtvrtfinálovém utkání play-off hokejové extraligy a napodobil tak páteční počin Petera Muellera, který přijal úlohu jediného střelce při výhře 2:1.;0;1;0;0;0;0
112;1;Zaťovič vystřílel semifinále. Možná mu odpustím pokutu za hattrick, říká Čermák Brno /VIDEO/ – Do konce duelu scházelo pár minut. Nerozhodný stav 2:2. Napětí houstlo. Na tribunách to vřelo. Hokejová Kometa dostala výhodu přesilovky. Její oblíbená disciplína. Hráči úřadujícího mistra roztočili karneval přihrávek, v tom přilétla střela. Gólman Hradce puk jen vyrazil. Odražený kotouč si našel Martin Zaťovič. Gól. 3:2. Do konce zápasu už žádný nepadl. Brněnský celek to zase dokázal. Skolil Hradec Králové na domácím ledě a opanoval čtvrtfinálovou sérii play-off 4:0 na zápasy.;0;1;0;0;0;0
113;1;V týmu Salcburku máme čtrnáct národností, líčí odchovanec Zbrojovky Svoboda Brno – Čeští fotbalisté do sedmnácti let tento týden odstartovali v Nizozemsku elitní fázi kvalifikace o postup na evropský šampionát vítězstvím 1:0 s Izraelem. Podle jedné z opor týmu, odchovance brněnské Zbrojovky Antonína Svobody, má současný výběr trenéra Václava Kotala nejen na postup na šampionát, ale také na umístění do pátého místa. Tím by si mladí čeští fotbalisté zajistili postup na mistrovství světa, kde byla česká sedmnáctka naposledy před osmi lety.;0;1;0;0;0;0
114;1;Mueller: Pět minut do konce a trestné střílení? V takových chvílích se rozhoduje Brno – Střelecký instinkt zabijáka potvrdil v nejlepší možnou chvíli. Útočník Komety Peter Mueller rozhodl v pátečním třetím čtvrtfinálovém utkání play-off hokejové extraligy proti Hradci Králové dvěma góly o domácím vítězství 2:1 a zajistil Brňanům vedení 3:0 na zápasy v sérii. „Byla to unikátní šance, zvlášť v zápase play-off. Třetí třetina, pět minut do konce, v takových chvílích se rozhoduje,“ popsal situaci před vítězným gólem z nájezdu třicetiletý forvard.;0;1;0;0;0;0
115;1;Zbrojovka v přípravě uspěla v Opavě, Znojmo remizovalo v Senici Brno – Na domácí straně nastoupil nestárnoucí špílmachr Pavel Zavadil, jemuž však duel proti bývalým brněnským spoluhráčům zhořkl. Fotbalisté Zbrojovky si reprezentační přestávku zpestřili přípravou na hřišti prvoligové Opavy, kde po gólech Jakuba Přichystala, Roberta Bartolomeua a Davida Moučky zvítězili 3:1.;0;1;0;0;0;0
116;1;Kometa klepe na brány semifinále. Vyhrála i potřetí, z nájezdu rozhodl Mueller Brno / VIDEO/ – Jsou blízko. Hokejisté Komety zabouchali na bránu semifinále play-off extraligy. V domácím hájemství udolali v tuhé bitvě Hradec Králové těsně 2:1 a v sérii hrané na čtyři vítězné duely se ujali vedení 3:0 na zápasy.;0;1;0;0;0;0
117;1;Krasobruslařka Březinová si na MS po dvou pádech pohoršila. Skončila dvacátá Saitama – České reprezentantce Elišce Březinové se na mistrovství světa v krasobruslení příliš nepodařila volná jízda. Po dvou pádech klesla brněnská rodačka z osmnáctého místa na konečné dvacáté.;0;1;0;0;0;0
118;1;Změnil jsem styl. Šermuji teď víc z obrany, říká brněnský fleretista Choupenitch Brno /ROZHOVOR/ – Má bronz z mistrovství Evropy nebo třeba stříbro z turnaje Světového poháru. Brněnský fleretista Alexander Choupenitch patří k nejlepším evropským šermířům a stále míří výš.;0;1;0;0;0;0
119;1;Stále jsme jen na půli cesty, říká o Kometě Němec Brno /INFOGRAFIKA/ - Věřili si, že právě mohou být ti, kdo sestřelí létající fenomén Kometu. Jenže hokejisté Hradce Králové na cestě za senzací neudělali žádný krok vpřed. Naopak. Už dvakrát zakopli. Navíc v domácím prostředí. První duel se sice lámal až v závěru, ale ve druhém družina Libora Zábranského nasázela Mountfieldu bůra.;0;1;0;0;0;0
120;1;Chceme, aby galerie byla k lidem vstřícná, říká ředitel Moravské galerie Press Brno – Brněnská Moravská galerie v poslední době zažívá rozkvět. Výstavy mají u návštěvníků úspěch, instituce vydává oceňované publikace. Před nedávnem začala velká rekonstrukce jedné z budov galerie, Uměleckoprůmyslového muzea. V čele všeho dění stojí už šest let ředitel Jan Press, který od začátku svého působení ve funkci hlásá, že chce do galerie přitahovat širokou veřejnost. S výsledky své snahy je spokojený. „Počty návštěvníků jsou mnohonásobně vyšší. Je to vidět i při vernisážích. Kdysi šlo o komorní akce, dnes o velké oslavy,“ říká.;0;0;0;1;0;0
121;1;Na Slavnostech mandloní se pokusí o rekord, v brněnské zoo přivítají jaro Jižní Morava /TIPY NA VÍKEND/ - Mandlové pivo, mandlovicová pálenka a mandlové speciality si návštěvníci vychutnají v sobotu na Slavnostech mandloní a vína v Hustopečích. Letos se pokusí vytvořit rekord v počtu přípitků mandlovicí.;0;0;0;0;1;0
122;1;Proslulá Madona nebo obří oltářní obrazy. Výstava ukazuje díla knížete malířů Brno – Po více než sto letech dostanou lidé možnost prohlédnout si v Brně souborně dílo Emila Pirchana. Jemu věnovanou výstavu zahájilo u příležitosti 175. výročí Muzeum města Brna.;0;0;0;1;0;0
123;1;"Tip Deníku: Brněnskou Flédu rozezní Silné refrény Brno - Jedna z nejznámějších slovenských kapel se vrací do Brna. Punk-rocková čtveřice Horkýže Slíže hraje už déle než čtvrt století a ve čtvrtek čtrnáctého března od devíti večer vystoupí v brněnské Flédě. Koncert navazuje na středeční vystoupení kapely, na které se lístky rychle vyprodaly. Pořadatelé se proto rozhodli přidat další vystoupení. Druhý den po sobě tak na Flédě zazní známé hity jako Silný Refrén nebo A já sprostá."",""text"":""Tip Deníku: Brněnskou Flédu rozezní Silné refrény Brno - Jedna z nejznámějších slovenských kapel se vrací do Brna. Punk-rocková čtveřice Horkýže Slíže hraje už déle než čtvrt století a ve čtvrtek čtrnáctého března od devíti večer vystoupí v brněnské Flédě. Koncert navazuje na středeční vystoupení kapely, na které se lístky rychle vyprodaly. Pořadatelé se proto rozhodli přidat další vystoupení. Druhý den po sobě tak na Flédě zazní známé hity jako Silný Refrén nebo A já sprostá.";0;0;0;1;1;0
124;1;OBRAZEM: Brno roztančili medvědi i vodník Brno - Folklor, masky i pochování basy. Na náměstí Svobody v Brně v úterý lidé již podesáté oslavili Fašank. Akce začala ve čtyři hodiny odpoledne. Na tradiční masopustní zábavě nechyběly ani ukázky lidových zvyků a tanců.;0;0;0;0;1;0
125;1;Centrum Brna rozveselí zpěv fašančárů. Na konci dne pochovají basu Brno - Fašank, veselí známé také jako masopust či ostatky, býval kdysi jedním z nejvýznamnějších předělů hospodářského roku na vesnicích. Byť z mnoha velkých měst už tradiční zábava vymizela, v Brně lidé stále mohou na mnoha místech, kde se tradice udržuje, potkat fašančáry v maskách. V úterý se taková příležitost naskytne dokonce přímo v centru města, kde se odpoledne koná již desátý ročník akce Brněnský fašank.;0;0;0;0;1;0
126;1;Mladý pankáč ve starým těle, vzpomínají brněnští herci na zesnulého Pechu Brno – Fantastický herec, skvělý a hodný chlapík, který se ale dovedl změnit v bouřliváka, vzpomínají brněnští umělci na svého kolegu Jiřího Pechu. Třebíčský rodák podlehl těžké nemoci ve středu ve věku čtyřiasedmdesáti let.;0;0;0;1;0;0
127;1;"Výstava vzpomíná na Železnou oponu Brno – \""Co provedl? Kdo vlastně byl? Nikdo, jen jeden z mnoha.\"" Tak začíná příběh z doby za Železnou oponou doplňující výstavu s názvem Aby se nezapomnělo. Šest fotoobrazů zdobí brněnskou pasáž Alfa.";0;0;0;0;1;0
128;1;Výstava odhalí tajemství Indonésie a připomene jubileum Brno /FOTOGALERIE/ – Štíty, čelenky, rituální totemy i fotografie. Nejen to si lidé od středy 14. února prohlédnou v Paláci šlechtičen Moravského zemského muzea v Kobližné ulici. Výstava návštěvníky zavede na ostrov Nová Guinea i do celé Indonésie, Pacifiku a na Šalomounovy ostrovy.;0;0;0;1;1;0
129;1;Připlouvá Poslední loď. Brno navštíví i autor očekávaného muzikálu roku Sting Brno - Nejočekávanější premiéru letošní sezony uvede o víkendu Městské divadlo Brno. Jako první soubor na evropské pevnině nastuduje muzikál Poslední loď, jehož autorem je britská rocková legenda Sting. Některou z repríz hudebník navštíví.;0;0;0;1;0;0
130;1;V Brně o víkendu odstartuje největší robotická soutěž Jižní Morava /TIPY NA VÍKEND/ - Vyrobit si vlastního svítícího robota nebo porazit stroj ve stolním fotbálku mohou v sobotu návštěvníci brněnského VIDA! science centra. Dvoudenní akci zahájí už v pátek Robotiáda. Do největšího robotického klání pro děti v České republice se letos přihlásilo rekordních 650 účastníků. Dorazí i týmy ze zahraničí.;0;0;0;0;1;0
131;1;Kalendář roku zachycuje portréty lidí, kteří se hlásí k sokolské Věrné gardě Brno - Ty nejlepší z českých kalendářů dostaly své ocenění ve čtvrtek na vyhlášení soutěže Kalendář roku 2019. Vítězem se stal kalendář Sokol Věrná garda 2019 od Romana France.;0;0;0;0;1;0
132;1;Sbírka básní ze statusů na Facebooku. Exministra Langera inspiroval Apollinaire Brno – Skrz výkaly svý boly přez hory slíbený doly řepkový troly. Takhle začíná jedna z básní bývalého ministra vnitra Ivana Langera. Ve středu v brněnském knihkupectví Barvič a Novotný představil svou novou knihu Sochobásně v Síti.;0;0;0;1;0;0
133;1;Nová výstava upozorňuje na problémy, se kterými se setkávají sexuální menšiny Brno /FOTOGALERIE, VIDEO/ - Kurátoři Martin Vaněk a Gyula Muskovics představí v Domě pánů z Kunštátu díla queer umělců a umělkyň ze střední a východní Evropy.;0;0;0;1;0;0
134;1;Ve firmě v Bučovicích unikla kyselina chlorovodíková, 55 evakuovaných Ve firmě v Bučovicích na Vyškovsku, v místní části Marefy, ráno unikla kyselina chlorovodíková. Hasiči evakuovali asi 55 lidí. Událost se obešla bez zranění, hasiči látku odstraňují, uvedl jejich mluvčí Jaroslav Mikoška.;0;0;1;0;0;0
135;1;Brňany svezou historické tramvaje. Muzeum je nejprve musí opravit Brno – Vlečný tramvajový vůz brázdil ulice Brna už v roce 1876. Lokomotiva Caroline se objevila ve městě před rokem 1918. Nejen je spatří lidé i letos. Při oslavách sto padesáti let od počátků brněnské hromadné dopravy.;1;0;0;0;0;0
136;1;"Druhá liga: Jihlava prohrála ve Vítkovicích, Znojmo zdolalo Žižkov Jihlavští fotbalisté ve 20. kole druhé ligy ztratili body v boji o postup do nejvyšší soutěže. Na hřišti Vítkovic prohráli 0:1, když branku dostali tři minuty před koncem. Znojmo zdolalo poslední Žižkov 1:0, Chrudim stejným poměrem uspěla v Sokolově a je třináctá.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/fotbal/domaci-souteze/brno-prostejov-fotbal-preview.A190330_467393_fot_dsouteze_tof#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eKlíčový dvojzápas, vyhlíží fotbalová Zbrojovka příští dny\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
137;1;"Na Blanensku auto těžce zranilo chodkyni, jeho řidič užil marihuanu Osobní auto srazilo v noci na sobotu ve Velkých Opatovicích na Blanensku padesátiletou ženu. Vrtulník ji s vážným zraněním přepravil do nemocnice, řekla mluvčí záchranné služby Hedvika Kropáčková. Podle mluvčí policie Alice Musilové měl řidič pozitivní test na marihuanu.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/plzen/zpravy/dopravni-nehoda-globus-karlovy-vary-vypadovka-plzen-osobni-auto.A190327_144836_plzen-zpravy_vb#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNehoda na okraji Plzně má tragickou dohru, oba zranění senioři zemřeli\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/nehoda-d1-dalnice-motorka.A190323_113455_brno-zpravy_abr#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNehoda uzavřela dálnici D1 u Brna, kolona měřila čtyři kilometry\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";1;0;0;0;0;0
138;1;"Klíčový dvojzápas, vyhlíží fotbalová Zbrojovka příští dny Během podzimní části druhé ligy byl zápas s Prostějovem pro fotbalisty Zbrojovky Brno tím, jímž vyvrcholil jejich špatný vstup do sezony. Odnesl ho vyhazovem trenér Roman Pivarník, v zimě ho následovalo několik hráčů. Inkasovaným gólem na 1:2 v nastaveném čase 25. srpna 2018 v Prostějově začala pro brněnský klub doba hledání trvající dodnes.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/fotbal/domaci-souteze/druha-fotbalova-liga-20-kolo.A190329_184021_fot_dsouteze_ald#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eDruhá liga: Jihlava prohrála ve Vítkovicích, Znojmo zdolalo Žižkov\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
139;1;"Bystrc bude odříznutá od Brna, silničáři na pět měsíců zavřou most Téměř jako odstřižení od Brna si budou od soboty připadat řidiči z hustě obydlené části Bystrc na severozápadě města. Začíná pětiměsíční uzavírka klíčového mostu přes Žabovřeskou ulici na hlavní tepně.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/spolek-napadeni-odlozeni-okruh-zabovreska-brno-doprava.A180726_152428_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSpolek napadl stavbu městského okruhu v Brně. Práce se zpozdí o měsíce\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/koordinator-ludek-borovy-stavba-uzavirka-kolaps-zacpa-doprava-brno.A190131_454632_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eKolony budou, i když se nebude stavět, říká koordinátor uzavírek v Brně\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/uzavirky-brno-dopravni-chaos.A190223_459556_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eAni letos Brno neunikne dopravnímu chaosu, uzavírky začnou už v dubnu\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";1;0;0;0;0;0
140;1;"Mladá řidička předjížděla z kopce víc aut, její skončilo v kotrmelcích Několika kotrmelci v poli skončil předjížděcí manévr mladé řidičky na Hodonínsku. Žena při něm dostala smyk a vyjela mimo silnici. Při nehodě se zranila.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/sloup-nehoda-prejezd-opila-ridicka-napichla-auto-hodonin.A180702_105531_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eOpilá řidička v zatáčce nabodla auto na sloupek železniční signalizace\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/dopravni-nehoda-plot-most-brezina-tisnovsko.A180710_153355_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eŘidička se otočila na dítě, auto zarazila mezi plot a most\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/predjizdeni-horizont-srazka-skoda-dva-miliony-kurim-cebin.A170601_151834_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eMladík předjížděl na horizontu, jeho auto při srážce přišlo o motor\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";1;0;0;0;0;0
141;1;"Volejbalisté Brna senzaci nedotáhli, kladenský sok je přeskákal Stařičké hlediště bylo nacpané k prasknutí, někteří diváci museli vzít zavděk sezením na schodech. Druhý den po sobě však natěšenou halu v Kounicově ulici nakonec zalilo zklamání. Ve středu tu svůj čtvrtfinálový mečbol nevyužily volejbalové „šelmy“, ve čtvrtek postup nedotáhli ani brněnští volejbalisté. \u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/extraliga-volejbalistu-ctvrtfinale-4-zapasy.A190328_221652_volejbal_ald#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eLiberečtí volejbalisté vydřeli semifinále, Kladno srovnalo sérii s Brnem\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-baraz-extraliga-benatky-soud.A190328_092422_volejbal_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVolejbalisté Brna mohou do baráže, jejich soupeř hrozí soudem\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
142;1;Milionář mezi amatéry. Draci Brno získali hvězdného nadhazovače To tu ještě nebylo. Baseballoví Draci Brno přilákali do svých řad muže s téměř pětistovkou startů v nejlepší lize světa MLB - Petera Moylana.;0;1;0;0;0;0
143;1;"Dluh za MotoGP splatili z prodeje vstupenek, problém tak jen odsunuli Zalistovací poplatek za brněnskou MotoGP se měl na účtu promotérské společnosti Dorna objevit už před loňským šampionátem. Jenže část peněz tam ani před několika týdny nebyla. Pořadatelský spolek dluh urovnal až poté, co promotér do Brna poslal dopis.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/velka-cena-motocyklu-brno-zaloba-ministerstvo-skolstvi-dotace-soud.A181107_084913_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePořadatelé Velké ceny motocyklů žalují ministerstvo kvůli nízké dotaci\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/motogp-penize-miliony-tahanice-ministerstvo-kraj-brno.A180807_419293_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eBitva na dráze skončila. Začaly tahanice o peníze, kdo MotoGP zaplatí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/zavody-motogp-masarykuv-okruh-finance-problemy-vstupenky-brno.A181205_150959_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZ čeho zaplatí MotoGP v roce 2019 není jasné, lístky jsou však k dostání\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;1;0
